id,order_time,count,bus_id,actual_pay,actual_gain,status,pickup_node,dropoff_node
256,2023-12-18 16:32,1,B06252D,3.0,3.0,1,27,15
257,2023-12-18 16:32,1,B01526D,3.0,3.0,0,17,40
258,2023-12-18 16:33,1,B06252D,0.6,0.0,0,16,3
259,2023-12-18 16:33,1,B07821D,0.3,0.06,0,45,54
260,2023-12-18 16:33,1,B06252D,0.7,0.0,0,16,3
261,2023-12-18 16:34,1,B07821D,3.0,0.0,0,1,65
262,2023-12-18 16:34,1,B03260D,3.0,0.0,0,45,6
263,2023-12-18 16:35,1,B03635D,3.0,0.0,0,45,1
264,2023-12-18 16:35,1,B01526D,3.0,0.0,0,17,19
265,2023-12-18 16:37,1,B06252D,3.0,3.0,1,27,15
266,2023-12-18 16:38,1,B01526D,3.0,0.0,0,17,1
267,2023-12-18 16:38,1,B01575D,3.0,3.0,1,1,3
268,2023-12-18 16:39,1,B06252D,3.0,3.0,1,27,8
269,2023-12-18 16:39,1,B06252D,3.0,0.0,0,23,63
270,2023-12-18 16:39,1,B03635D,0.8,0.0,0,46,1
271,2023-12-18 16:41,1,B03635D,3.0,3.0,1,9,15
272,2023-12-18 16:41,1,B07821D,3.0,0.6000000000000001,0,63,3
273,2023-12-18 16:44,1,B06252D,3.0,0.0,0,1,65
274,2023-12-18 16:44,1,B03635D,0.7,0.0,0,42,1
275,2023-12-18 16:45,1,B03635D,3.0,0.0,0,6,1
276,2023-12-18 16:45,1,B03260D,3.0,3.0,1,45,6
277,2023-12-18 16:46,1,B01575D,3.0,3.0,1,45,1
278,2023-12-18 16:46,2,B03635D,6.0,0.0,0,46,39
279,2023-12-18 16:46,1,B03260D,0.9,0.0,0,45,54
280,2023-12-18 16:47,1,B01526D,3.0,0.0,0,17,1
281,2023-12-18 16:48,1,B01526D,3.0,3.0,1,17,12
282,2023-12-18 16:49,1,B01526D,3.0,0.0,0,17,52
283,2023-12-18 16:49,1,B07821D,3.0,0.0,0,17,11
284,2023-12-18 16:50,1,B01575D,1.1,0.0,0,45,1
285,2023-12-18 16:50,2,B03635D,6.0,6.0,1,45,39
286,2023-12-18 16:50,1,B01526D,3.0,0.0,0,17,1
287,2023-12-18 16:51,1,B07821D,3.0,3.0,1,17,6
288,2023-12-18 16:52,1,B03260D,1.2,0.24,0,3,63
289,2023-12-18 16:53,1,B03635D,3.0,0.0,0,63,3
290,2023-12-18 16:54,1,B03260D,3.0,3.0,1,7,1
291,2023-12-18 16:55,1,B03635D,3.0,3.0,1,42,1
292,2023-12-18 16:55,1,B07821D,3.0,0.0,0,46,11
293,2023-12-18 16:56,1,0,3.0,0.0,0,17,31
294,2023-12-18 16:56,1,B07821D,3.0,3.0,1,63,3
295,2023-12-18 16:56,1,B03260D,3.0,0.0,0,42,10
296,2023-12-18 16:58,1,B03260D,3.0,0.0,0,5,1
297,2023-12-18 16:59,1,0,1.6,0.0,0,54,1
298,2023-12-18 17:00,1,B07821D,3.0,0.0,0,40,11
299,2023-12-18 17:00,1,B03260D,0.0,0.0,0,1,21
300,2023-12-18 17:00,1,0,3.0,0.0,0,6,60
301,2023-12-18 17:01,1,0,0.9,0.0,0,6,23
302,2023-12-18 17:01,1,0,3.0,0.0,0,6,3
303,2023-12-18 17:01,1,B03260D,3.0,0.6000000000000001,0,42,21
304,2023-12-18 17:02,1,B03260D,3.0,0.6000000000000001,0,42,3
305,2023-12-18 17:02,1,B03635D,3.0,0.0,0,16,11
306,2023-12-18 17:03,1,B06252D,3.0,3.0,0,45,16
307,2023-12-18 17:03,1,0,3.0,0.0,0,55,28
308,2023-12-18 17:03,1,B06252D,3.0,3.0,1,46,23
309,2023-12-18 17:04,1,B03260D,0.5,0.0,0,42,1
310,2023-12-18 17:05,1,B01526D,3.0,0.0,0,17,40
311,2023-12-18 17:05,2,0,6.0,0.0,0,16,1
312,2023-12-18 17:06,2,B03635D,4.5,4.5,1,63,40
313,2023-12-18 17:07,1,B06252D,3.0,0.0,0,17,3
314,2023-12-18 17:07,1,B06527D,1.4,1.4,1,44,63
315,2023-12-18 17:08,1,B07821D,0.7,0.0,0,42,1
316,2023-12-18 17:08,1,0,3.0,0.0,0,54,1
317,2023-12-18 17:09,1,B03260D,3.0,0.6000000000000001,0,1,65
318,2023-12-18 17:09,1,B06527D,3.0,3.0,1,44,63
319,2023-12-18 17:09,2,B06527D,6.0,1.2000000000000002,0,46,1
320,2023-12-18 17:09,2,0,6.0,0.0,0,16,1
321,2023-12-18 17:09,1,B07821D,1.1,0.0,0,42,1
322,2023-12-18 17:10,1,B01575D,3.0,3.0,1,36,21
323,2023-12-18 17:10,1,B07821D,3.0,3.0,1,47,21
324,2023-12-18 17:10,1,B06527D,3.0,0.0,0,1,52
325,2023-12-18 17:10,1,B06527D,3.0,0.0,0,1,52
326,2023-12-18 17:11,1,B07821D,3.0,0.6000000000000001,0,1,65
327,2023-12-18 17:11,1,B06252D,3.0,3.0,1,17,14
328,2023-12-18 17:12,1,B06252D,3.0,0.0,0,46,3
329,2023-12-18 17:12,1,B06527D,3.0,3.0,1,46,1
330,2023-12-18 17:14,1,B03635D,3.0,0.0,0,1,52
331,2023-12-18 17:15,2,0,6.0,0.0,0,63,23
332,2023-12-18 17:15,1,B03260D,3.0,0.6000000000000001,0,17,19
333,2023-12-18 17:15,1,B03635D,3.0,3.0,1,63,8
334,2023-12-18 17:15,1,B07821D,3.0,0.6000000000000001,0,55,1
335,2023-12-18 17:15,1,B03260D,3.0,3.0,1,7,1
336,2023-12-18 17:15,1,0,3.0,0.0,0,40,21
337,2023-12-18 17:16,1,B03260D,3.0,3.0,1,17,40
338,2023-12-18 17:17,1,B07821D,3.0,3.0,1,42,21
339,2023-12-18 17:17,1,B03635D,0.1,0.020000000000000004,0,8,1
340,2023-12-18 17:18,1,B03260D,3.0,0.0,0,6,23
341,2023-12-18 17:19,1,B03260D,3.0,3.0,1,7,3
342,2023-12-18 17:19,1,B07821D,3.0,3.0,1,40,21
343,2023-12-18 17:20,1,B03260D,3.0,0.6000000000000001,0,1,52
344,2023-12-18 17:20,1,B03635D,1.8,0.3600000000000001,0,54,1
345,2023-12-18 17:20,1,B06527D,3.0,0.6000000000000001,0,43,36
346,2023-12-18 17:20,1,0,3.0,0.0,0,47,16
347,2023-12-18 17:20,1,B03635D,1.3,0.0,0,54,58
348,2023-12-18 17:20,1,B03635D,1.1,0.0,0,54,14
349,2023-12-18 17:20,1,B07821D,0.1,0.020000000000000004,0,3,16
350,2023-12-18 17:23,1,B06527D,3.0,3.0,1,1,11
351,2023-12-18 17:23,1,0,3.0,0.0,0,47,16
352,2023-12-18 17:24,1,B03635D,3.0,0.0,0,42,39
353,2023-12-18 17:24,1,B07821D,1.6,0.0,0,1,21
354,2023-12-18 17:25,1,0,3.0,0.0,0,1,65
355,2023-12-18 17:25,1,B01526D,3.0,3.0,1,3,60
356,2023-12-18 17:25,1,B07821D,3.0,3.0,1,6,3
357,2023-12-18 17:25,1,B03635D,1.5,0.0,0,54,1
358,2023-12-18 17:26,1,0,3.0,0.0,0,45,1
359,2023-12-18 17:26,2,0,6.0,0.0,0,12,34
360,2023-12-18 17:26,2,B01575D,6.0,0.0,0,63,23
361,2023-12-18 17:26,1,0,3.0,0.0,0,15,27
362,2023-12-18 17:26,1,0,3.0,0.0,0,1,65
363,2023-12-18 17:26,1,B03635D,0.1,0.0,0,46,1
364,2023-12-18 17:28,1,B06527D,3.0,0.0,0,1,52
365,2023-12-18 17:28,1,0,3.0,0.0,0,17,1
366,2023-12-18 17:29,2,0,6.0,0.0,0,12,34
367,2023-12-18 17:30,1,0,3.0,0.0,0,45,1
368,2023-12-18 17:31,1,B07821D,1.5,1.5,1,3,16
369,2023-12-18 17:32,1,0,3.0,0.0,0,7,1
370,2023-12-18 17:32,1,0,2.0,0.0,0,9,15
371,2023-12-18 17:34,1,B06252D,0.1,0.1,1,63,8
372,2023-12-18 17:35,1,B01526D,3.0,0.0,0,17,1
373,2023-12-18 17:36,1,0,3.0,0.0,0,13,28
374,2023-12-18 17:37,1,B03260D,3.0,0.0,0,1,16
375,2023-12-18 17:39,1,B07821D,3.0,0.6000000000000001,0,2,39
376,2023-12-18 17:39,1,B03635D,3.0,0.0,0,42,39
377,2023-12-18 17:40,1,B03260D,2.0,0.0,0,9,15
378,2023-12-18 17:40,1,0,3.0,0.0,0,20,52
379,2023-12-18 17:41,1,B03635D,3.0,3.0,1,45,15
380,2023-12-18 17:42,1,B03635D,1.5,0.30000000000000004,0,9,1
381,2023-12-18 17:42,1,B06252D,0.1,0.1,1,44,3
382,2023-12-18 17:42,1,B06252D,3.0,0.6000000000000001,0,55,35
383,2023-12-18 17:43,1,0,3.0,0.0,0,54,14
384,2023-12-18 17:43,1,0,3.0,0.0,0,11,1
385,2023-12-18 17:43,1,B03635D,3.0,3.0,1,43,1
386,2023-12-18 17:45,1,B03635D,1.2,0.24,0,54,1
387,2023-12-18 17:46,1,0,3.0,0.0,0,3,38
388,2023-12-18 17:46,1,B06527D,1.9,0.0,0,54,3
389,2023-12-18 17:46,1,B01526D,3.0,0.6000000000000001,0,17,1
390,2023-12-18 17:46,1,B07821D,3.0,0.6000000000000001,0,54,14
391,2023-12-18 17:48,1,B01526D,3.0,3.0,1,3,36
392,2023-12-18 17:49,1,B01526D,3.0,3.0,1,3,38
393,2023-12-18 17:49,1,B03260D,3.0,3.0,1,7,1
394,2023-12-18 17:50,1,B03260D,3.0,0.6000000000000001,0,1,48
395,2023-12-18 17:51,1,B07821D,1.3,0.0,0,17,15
396,2023-12-18 17:52,1,B06527D,3.0,3.0,1,7,40
397,2023-12-18 17:52,1,0,3.0,0.0,0,40,48
398,2023-12-18 17:52,1,B01575D,3.0,0.0,0,1,12
399,2023-12-18 17:53,1,0,3.0,0.0,0,45,17
400,2023-12-18 17:53,1,0,3.0,0.0,0,45,1
401,2023-12-18 17:54,1,B03260D,3.0,0.0,0,1,23
402,2023-12-18 17:54,1,B03635D,3.0,0.0,0,15,63
403,2023-12-18 17:54,1,B03635D,3.0,0.0,0,15,21
404,2023-12-18 17:55,1,0,3.0,0.0,0,54,15
405,2023-12-18 17:55,1,B03260D,3.0,0.6000000000000001,0,1,52
406,2023-12-18 17:55,1,0,3.0,0.0,0,21,14
407,2023-12-18 17:56,1,B03635D,3.0,3.0,1,44,14
408,2023-12-18 17:57,1,B03260D,3.0,0.0,0,54,15
409,2023-12-18 17:57,1,0,0.0,0.0,0,3,42
410,2023-12-18 17:57,1,B03260D,3.0,0.6000000000000001,0,45,17
411,2023-12-18 17:58,1,B03260D,3.0,0.0,0,55,3
412,2023-12-18 17:58,1,0,3.0,0.0,0,40,48
413,2023-12-18 17:59,1,0,3.0,0.0,0,43,1
414,2023-12-18 18:00,1,B01526D,3.0,0.0,0,9,15
415,2023-12-18 18:01,1,B01575D,3.0,0.6000000000000001,0,1,3
416,2023-12-18 18:01,1,B03260D,3.0,3.0,1,1,11
417,2023-12-18 18:02,1,B03260D,3.0,0.0,0,45,1
418,2023-12-18 18:03,1,0,3.0,0.0,0,40,48
419,2023-12-18 18:03,1,B03260D,0.9,0.0,0,20,6
420,2023-12-18 18:04,2,B03260D,6.0,0.0,0,54,11
421,2023-12-18 18:05,1,0,3.0,0.0,0,9,3
422,2023-12-18 18:05,1,B01575D,3.0,0.6000000000000001,0,3,1
423,2023-12-18 18:06,1,0,3.0,0.0,0,40,48
424,2023-12-18 18:07,1,0,3.0,0.0,0,6,1
425,2023-12-18 18:07,1,B03635D,3.0,0.0,0,1,42
426,2023-12-18 18:08,1,0,3.0,0.0,0,6,35
427,2023-12-18 18:08,1,B03635D,3.0,0.6000000000000001,0,1,17
428,2023-12-18 18:08,1,0,3.0,0.0,0,6,1
429,2023-12-18 18:08,1,B03260D,0.7,0.0,0,44,1
430,2023-12-18 18:09,1,B03635D,0.6,0.0,0,1,17
431,2023-12-18 18:10,1,0,3.0,0.0,0,40,8
432,2023-12-18 18:11,1,B03635D,1.4,0.2799999999999998,0,1,17
433,2023-12-18 18:12,1,B07821D,3.0,0.0,0,15,60
434,2023-12-18 18:13,1,B01575D,3.0,3.0,1,63,3
435,2023-12-18 18:13,3,B01575D,9.0,1.7999999999999998,0,42,30
436,2023-12-18 18:13,1,B03635D,0.7,0.7,1,44,1
437,2023-12-18 18:14,1,B03260D,3.0,3.0,1,1,11
438,2023-12-18 18:15,1,B07821D,3.0,3.0,1,45,1
439,2023-12-18 18:16,1,0,1.2,0.0,0,29,11
440,2023-12-18 18:16,1,0,3.0,0.0,0,15,3
441,2023-12-18 18:16,2,B07821D,6.0,6.0,1,54,11
442,2023-12-18 18:23,1,B03260D,3.0,3.0,1,8,1
443,2023-12-18 18:24,1,B01575D,3.0,0.0,0,15,3
444,2023-12-18 18:24,1,B03260D,0.0,0.0,1,3,42
445,2023-12-18 18:25,1,B01575D,3.0,3.0,0,32,3
446,2023-12-18 18:26,1,B03260D,3.0,3.0,1,1,56
447,2023-12-18 18:28,1,0,3.0,0.0,0,15,28
448,2023-12-18 18:28,1,B06527D,0.2,0.04000000000000001,0,3,63
449,2023-12-18 18:29,1,B06527D,3.0,0.0,0,3,59
450,2023-12-18 18:31,1,B06527D,1.0,0.19999999999999996,0,3,36
451,2023-12-18 18:37,1,B03260D,3.0,0.0,0,3,52
452,2023-12-18 18:37,3,B07821D,9.0,9.0,1,3,64
453,2023-12-18 18:39,1,B01575D,3.0,0.0,0,15,3
454,2023-12-18 18:39,2,B06527D,3.1,3.1,1,4,14
455,2023-12-18 18:39,1,B01526D,3.0,3.0,1,15,58
456,2023-12-18 18:41,1,B03635D,3.0,3.0,1,6,59
457,2023-12-18 18:41,1,B03635D,3.0,3.0,1,42,48
458,2023-12-18 18:50,1,B06252D,3.0,3.0,1,1,3
459,2023-12-18 18:51,1,B01575D,3.0,0.0,0,1,11
460,2023-12-18 18:51,1,B01575D,1.5,1.5,1,44,8
461,2023-12-18 18:52,1,B06252D,3.0,3.0,1,4,11
462,2023-12-18 18:52,1,B03260D,3.0,3.0,1,42,34
463,2023-12-18 18:53,1,B06252D,3.0,3.0,1,52,63
464,2023-12-18 18:53,1,B06252D,1.2,0.24,0,5,36
465,2023-12-18 18:54,1,B07821D,1.6,0.0,0,5,63
466,2023-12-18 18:56,1,B03635D,1.3,1.3,1,63,3
467,2023-12-18 18:57,1,B01575D,3.0,3.0,1,1,11
468,2023-12-18 18:59,2,B01575D,6.0,0.0,0,1,8
469,2023-12-18 18:59,1,B06252D,3.0,0.6000000000000001,0,3,32
470,2023-12-18 19:01,1,B01575D,3.0,0.6000000000000001,0,1,11
471,2023-12-18 19:04,2,B03260D,6.0,6.0,1,21,59
472,2023-12-18 19:06,1,B01575D,3.0,3.0,1,1,11
473,2023-12-18 19:08,3,B06527D,7.5,7.5,1,39,4
474,2023-12-18 19:09,1,B06252D,3.0,3.0,1,3,59
475,2023-12-18 19:11,1,B01575D,3.0,3.0,1,1,10
476,2023-12-18 19:18,1,B01526D,3.0,3.0,1,6,3
477,2023-12-18 19:20,1,B06527D,3.0,3.0,1,1,52
478,2023-12-18 19:24,1,B03635D,3.0,3.0,1,1,11
479,2023-12-18 19:26,1,B01526D,3.0,0.0,0,3,32
480,2023-12-18 19:27,1,B03635D,3.0,0.0,0,1,52
481,2023-12-18 19:27,1,B03635D,3.0,3.0,1,7,1
482,2023-12-18 19:30,3,0,9.0,0.0,0,1,16
483,2023-12-18 19:31,1,B03635D,3.0,3.0,1,3,1
484,2023-12-18 19:32,1,B01526D,3.0,3.0,0,1,2
485,2023-12-18 19:34,1,B03635D,3.0,3.0,1,23,8
486,2023-12-18 19:35,1,0,3.0,0.0,0,1,21
487,2023-12-18 19:37,1,B06252D,3.0,3.0,1,63,52
488,2023-12-18 19:38,1,B01526D,3.0,3.0,1,1,23
489,2023-12-18 19:38,1,B01526D,3.0,0.0,0,1,40
490,2023-12-18 19:39,1,B01526D,3.0,3.0,1,20,52
491,2023-12-18 19:39,1,B01526D,3.0,0.6000000000000001,0,15,21
492,2023-12-18 19:39,1,B03635D,3.0,3.0,1,1,35
493,2023-12-18 19:54,2,B03635D,6.0,6.0,1,11,3
494,2023-12-18 20:01,1,B03260D,3.0,3.0,1,1,52
495,2023-12-18 20:05,1,B01526D,3.0,3.0,1,11,39
496,2023-12-18 20:07,1,B03635D,3.0,3.0,1,3,40
497,2023-12-18 20:08,1,B03260D,3.0,3.0,1,4,3
498,2023-12-18 20:11,1,B03635D,3.0,3.0,1,3,40
499,2023-12-18 20:12,1,B03635D,3.0,0.6000000000000001,0,1,59
500,2023-12-18 20:13,1,B03260D,3.0,3.0,1,1,56
501,2023-12-18 20:14,1,B03635D,3.0,3.0,1,3,40
502,2023-12-18 20:24,2,B03635D,6.0,6.0,1,3,11
503,2023-12-18 20:26,1,B03635D,3.0,3.0,1,44,34
504,2023-12-18 20:29,2,B03635D,6.0,6.0,1,20,6
505,2023-12-18 20:29,1,B03260D,3.0,0.6000000000000001,0,43,23
506,2023-12-18 20:30,1,B03260D,3.0,3.0,1,44,23
507,2023-12-18 20:34,1,B03260D,3.0,3.0,1,44,23
508,2023-12-18 20:36,1,B03260D,1.6,1.6,1,20,3
509,2023-12-18 20:42,1,B03635D,3.0,3.0,1,52,1
510,2023-12-18 20:53,1,B03260D,3.0,3.0,1,3,17
511,2023-12-18 20:55,1,B03635D,3.0,3.0,1,46,52
512,2023-12-18 21:08,1,B03260D,3.0,3.0,1,42,63
513,2023-12-18 21:16,1,B03635D,2.0,2.0,1,6,8
514,2023-12-18 21:27,1,B03635D,3.0,0.0,0,3,11
