index_1,index_2,distance
1,1,0.0
1,2,903.009
1,3,1412.445
1,4,58.812
1,5,886.719
1,6,963.6500000000001
1,7,2220.2110000000002
1,8,1717.3490000000002
1,9,1449.0110000000002
1,10,3038.312
1,11,2230.563
1,12,4337.109
1,13,1250.091
1,14,1896.836
1,15,1516.022
1,16,1375.5430000000001
1,17,1884.7400000000002
1,18,2418.808
1,19,524.85
1,20,442.336
1,21,2109.2499999999995
1,22,421.842
1,23,1758.28
1,24,1253.885
1,25,1189.5679999999998
1,26,2092.2499999999995
1,27,2704.982
1,28,2691.978
1,29,3752.9860000000003
1,30,2212.8849999999993
1,31,1773.3419999999999
1,32,2029.5789999999997
1,33,2425.399
1,34,1089.5729999999999
1,35,1051.211
1,36,2005.93
1,37,2684.552
1,38,1786.483
1,39,1617.767
1,40,727.671
1,41,1229.453
1,42,1126.882
1,43,1192.8580000000002
1,44,1442.116
1,45,1557.1110000000003
1,46,1084.842
1,47,1585.6630000000002
1,48,2664.3979999999997
1,49,3402.813
1,50,3100.9120000000003
1,51,2934.8420000000006
1,52,2581.5460000000003
1,53,2405.0190000000002
1,54,1180.656
1,55,1794.207
1,56,2453.656
1,57,1642.52
1,58,3064.273
1,59,2490.698
1,60,2953.721
1,61,2778.063
1,62,3219.3540000000003
1,63,2189.024
1,64,3111.6330000000003
1,65,2723.082
2,1,827.805
2,2,0.0
2,3,542.016
2,4,886.617
2,5,16.29
2,6,1791.4550000000002
2,7,1354.774
2,8,853.133
2,9,2276.8160000000003
2,10,2167.883
2,11,1366.3470000000002
2,12,3466.68
2,13,2037.172
2,14,2580.521
2,15,2156.791
2,16,511.32700000000006
2,17,1019.303
2,18,1548.379
2,19,1352.655
2,20,1270.1409999999998
2,21,1280.833
2,22,1249.647
2,23,927.84
2,24,411.116
2,25,1172.321
2,26,1263.833
2,27,3397.7640000000006
2,28,3384.7600000000007
2,29,4436.671
2,30,1384.468
2,31,1858.9890000000003
2,32,1602.7520000000002
2,33,1998.5720000000001
2,34,578.5160000000001
2,35,148.202
2,36,2689.6150000000002
2,37,3064.2190000000005
2,38,2427.252
2,39,2404.848
2,40,1555.476
2,41,2057.2580000000003
2,42,1954.6870000000001
2,43,2008.2819999999997
2,44,1664.808
2,45,2372.5349999999994
2,46,1900.2659999999996
2,47,2413.4680000000003
2,48,3191.056000000001
2,49,2537.3759999999997
2,50,2235.475
2,51,2069.4049999999997
2,52,1716.109
2,53,1539.5819999999999
2,54,1403.348
2,55,2043.4990000000003
2,56,1589.4400000000003
2,57,772.091
2,58,3747.9580000000005
2,59,3174.3830000000003
2,60,3637.4060000000004
2,61,3461.7480000000005
2,62,3903.0390000000007
2,63,2872.7090000000003
2,64,3795.3180000000007
2,65,1852.6529999999998
3,1,1336.774
3,2,508.96900000000005
3,3,0.0
3,4,1395.586
3,5,525.259
3,6,2300.4239999999995
3,7,845.854
3,8,1358.6750000000002
3,9,2785.7849999999994
3,10,1658.9629999999997
3,11,1871.8890000000001
3,12,2957.7599999999998
3,13,2546.1409999999996
3,14,3089.4900000000002
3,15,2665.76
3,16,1019.58
3,17,510.38300000000004
3,18,1039.4589999999998
3,19,1861.624
3,20,1779.11
3,21,785.424
3,22,1758.616
3,23,423.998
3,24,920.085
3,25,1681.29
3,26,802.424
3,27,3906.7330000000006
3,28,3893.7290000000007
3,29,4930.798000000001
3,30,1893.4370000000001
3,31,2367.958
3,32,2111.721
3,33,2507.541
3,34,1087.4850000000001
3,35,657.171
3,36,3198.5840000000003
3,37,3367.9730000000004
3,38,2936.221
3,39,2913.8169999999996
3,40,2064.4449999999997
3,41,2566.227
3,42,2463.6559999999995
3,43,2513.8240000000005
3,44,2170.3500000000004
3,45,2878.077
3,46,2405.8080000000004
3,47,2922.4369999999994
3,48,3494.810000000001
3,49,2028.4560000000001
3,50,1726.555
3,51,1560.4850000000001
3,52,1207.189
3,53,1030.662
3,54,1908.8900000000003
3,55,2549.041
3,56,2094.982
3,57,263.171
3,58,4242.085000000001
3,59,3668.5100000000007
3,60,4146.375000000001
3,61,3970.7170000000006
3,62,4412.008000000001
3,63,3381.6780000000003
3,64,4304.287000000001
3,65,1343.7329999999997
4,1,18.114
4,2,844.1969999999999
4,3,1353.633
4,4,0.0
4,5,827.9069999999999
4,6,981.764
4,7,2161.399
4,8,1658.537
4,9,1467.1250000000002
4,10,2979.5
4,11,2171.751
4,12,4278.2970000000005
4,13,1268.205
4,14,1914.95
4,15,1534.136
4,16,1316.731
4,17,1825.9279999999999
4,18,2359.996
4,19,466.03799999999995
4,20,460.44999999999993
4,21,2125.0299999999997
4,22,439.95599999999996
4,23,1772.0369999999998
4,24,1255.3129999999999
4,25,1207.6819999999998
4,26,2108.0299999999997
4,27,2723.096
4,28,2710.092
4,29,3771.1
4,30,2228.6649999999995
4,31,1791.456
4,32,2047.6929999999998
4,33,2443.513
4,34,1107.687
4,35,992.3989999999999
4,36,2024.044
4,37,2702.666
4,38,1804.597
4,39,1635.881
4,40,745.785
4,41,1247.567
4,42,1144.996
4,43,1210.972
4,44,1460.23
4,45,1575.2250000000001
4,46,1102.956
4,47,1603.7770000000003
4,48,2682.5119999999997
4,49,3344.0009999999997
4,50,3042.1
4,51,2876.03
4,52,2522.734
4,53,2346.207
4,54,1198.77
4,55,1812.321
4,56,2394.844
4,57,1583.708
4,58,3082.3869999999997
4,59,2508.812
4,60,2971.835
4,61,2796.177
4,62,3237.4680000000003
4,63,2207.138
4,64,3129.7470000000003
4,65,2664.27
5,1,844.095
5,2,16.29
5,3,525.726
5,4,902.907
5,5,0.0
5,6,1807.7450000000001
5,7,1338.484
5,8,836.8430000000001
5,9,2293.106
5,10,2151.593
5,11,1350.0570000000002
5,12,3450.39
5,13,2053.462
5,14,2596.811
5,15,2173.081
5,16,495.03700000000003
5,17,1003.013
5,18,1532.089
5,19,1345.73
5,20,1286.4309999999998
5,21,1297.123
5,22,1265.937
5,23,944.13
5,24,427.406
5,25,1188.6109999999999
5,26,1280.123
5,27,3414.0540000000005
5,28,3401.0500000000006
5,29,4452.961
5,30,1400.758
5,31,1875.2790000000002
5,32,1619.0420000000001
5,33,2014.862
5,34,594.806
5,35,164.492
5,36,2705.905
5,37,3080.5090000000005
5,38,2443.542
5,39,2421.138
5,40,1571.766
5,41,2073.5480000000002
5,42,1970.977
5,43,1991.9919999999997
5,44,1648.518
5,45,2356.2449999999994
5,46,1883.9759999999997
5,47,2429.7580000000003
5,48,3207.346000000001
5,49,2521.086
5,50,2219.185
5,51,2053.115
5,52,1699.819
5,53,1523.292
5,54,1387.058
5,55,2027.2090000000003
5,56,1573.1500000000003
5,57,755.801
5,58,3764.2480000000005
5,59,3190.6730000000002
5,60,3653.6960000000004
5,61,3478.0380000000005
5,62,3919.3290000000006
5,63,2888.9990000000003
5,64,3811.6080000000006
5,65,1836.3629999999998
6,1,960.2320000000001
6,2,1786.315
6,3,2295.7509999999997
6,4,942.118
6,5,1770.025
6,6,0.0
6,7,2535.854
6,8,2023.033
6,9,485.361
6,10,3665.1670000000004
6,11,2433.809
6,12,4963.964
6,13,2210.3230000000003
6,14,2857.068
6,15,2476.254
6,16,2258.849
6,17,2768.0460000000003
6,18,3302.1139999999996
6,19,1408.1560000000002
6,20,1402.568
6,21,3067.148
6,22,1382.074
6,23,2714.155
6,24,2197.431
6,25,2149.8
6,26,3050.148
6,27,3665.2140000000004
6,28,3652.2100000000005
6,29,4713.218
6,30,3170.783
6,31,2733.574
6,32,2989.811
6,33,3385.6310000000003
6,34,2049.8050000000003
6,35,1934.517
6,36,2966.1620000000003
6,37,3644.784
6,38,2746.7149999999997
6,39,2577.9990000000003
6,40,235.97899999999998
6,41,265.803
6,42,163.232
6,43,1423.669
6,44,1734.2779999999998
6,45,1389.9460000000001
6,46,975.9
6,47,622.013
6,48,3624.63
6,49,3718.4559999999997
6,50,3416.555
6,51,3250.485
6,52,2897.189
6,53,2720.662
6,54,1472.8179999999998
6,55,1994.701
6,56,2656.902
6,57,2525.826
6,58,4024.505
6,59,3450.9300000000003
6,60,3913.9530000000004
6,61,3738.2950000000005
6,62,4179.586000000001
6,63,3149.2560000000003
6,64,4071.8650000000007
6,65,3606.3879999999995
7,1,2182.628
7,2,1354.823
7,3,845.854
7,4,2184.892
7,5,1339.705
7,6,2535.8539999999994
7,7,0.0
7,8,512.821
7,9,2050.4929999999995
7,10,1129.3129999999999
7,11,1026.035
7,12,2428.1099999999997
7,13,3391.995
7,14,3935.344
7,15,3511.614
7,16,844.668
7,17,335.471
7,18,1111.67
7,19,1695.3609999999999
7,20,2624.9640000000004
7,21,1631.278
7,22,2604.4700000000003
7,23,1269.852
7,24,1765.939
7,25,2527.144
7,26,1648.278
7,27,4752.5869999999995
7,28,4739.583
7,29,5776.651999999998
7,30,2739.2909999999997
7,31,3213.812
7,32,2957.575
7,33,3353.395
7,34,1933.3390000000002
7,35,1503.025
7,36,4044.438
7,37,4213.827
7,38,3782.075
7,39,3759.671
7,40,2771.832999999999
7,41,2801.6569999999997
7,42,2372.6219999999994
7,43,1667.9699999999998
7,44,1324.496
7,45,2032.223
7,46,1559.9539999999997
7,47,2187.1449999999995
7,48,4340.663999999999
7,49,1182.602
7,50,880.701
7,51,714.631
7,52,361.335
7,53,184.808
7,54,1063.036
7,55,1703.187
7,56,1249.1280000000002
7,57,582.683
7,58,5087.9389999999985
7,59,4514.363999999999
7,60,4992.229
7,61,4816.571
7,62,5257.862
7,63,4227.532
7,64,5150.1410000000005
7,65,1219.626
8,1,1680.938
8,2,853.133
8,3,1358.675
8,4,1672.0710000000001
8,5,836.8430000000001
8,6,2023.033
8,7,512.821
8,8,0.0
8,9,1537.672
8,10,1642.134
8,11,513.214
8,12,2940.931
8,13,2890.3050000000003
8,14,3433.654
8,15,3009.924
8,16,341.806
8,17,848.292
8,18,1624.491
8,19,1192.4989999999998
8,20,2123.2740000000003
8,21,2133.966
8,22,2102.78
8,23,1780.973
8,24,1264.249
8,25,2025.454
8,26,2116.966
8,27,4250.897
8,28,4237.893
8,29,5289.804
8,30,2237.6009999999997
8,31,2712.122
8,32,2455.8849999999998
8,33,2851.705
8,34,1431.6490000000001
8,35,1001.335
8,36,3542.748
8,37,3917.352
8,38,3280.3849999999998
8,39,3257.981
8,40,2259.0119999999997
8,41,2288.8360000000002
8,42,1859.801
8,43,1155.149
8,44,811.6750000000001
8,45,1519.402
8,46,1047.133
8,47,1674.324
8,48,4044.1890000000003
8,49,1695.423
8,50,1393.522
8,51,1227.452
8,52,874.156
8,53,697.629
8,54,550.215
8,55,1190.366
8,56,736.307
8,57,1095.504
8,58,4601.091
8,59,4027.516
8,60,4490.539000000001
8,61,4314.881
8,62,4756.1720000000005
8,63,3725.842
8,64,4648.451000000001
8,65,1732.4470000000001
9,1,1445.593
9,2,2271.676
9,3,2781.1119999999996
9,4,1427.479
9,5,2255.386
9,6,485.361
9,7,2050.493
9,8,1537.672
9,9,0.0
9,10,3179.8060000000005
9,11,1948.4479999999999
9,12,4478.603000000001
9,13,2695.684
9,14,3342.429
9,15,2961.615
9,16,1879.478
9,17,2385.964
9,18,3162.163
9,19,1893.517
9,20,1887.9289999999999
9,21,3552.5089999999996
9,22,1867.435
9,23,3199.5159999999996
9,24,2682.792
9,25,2635.161
9,26,3535.5089999999996
9,27,4150.575000000001
9,28,4137.571000000001
9,29,5198.579
9,30,3656.1439999999993
9,31,3218.935
9,32,3475.172
9,33,3870.992
9,34,2535.1659999999997
9,35,2419.8779999999997
9,36,3451.523
9,37,4130.145
9,38,3232.0759999999996
9,39,3063.36
9,40,721.3399999999999
9,41,751.164
9,42,322.129
9,43,938.3079999999999
9,44,1248.917
9,45,904.5850000000002
9,46,490.539
9,47,136.65200000000002
9,48,4109.991
9,49,3233.095
9,50,2931.194
9,51,2765.1240000000003
9,52,2411.828
9,53,2235.301
9,54,987.457
9,55,1509.34
9,56,2171.5409999999997
9,57,2633.176
9,58,4509.866
9,59,3936.291
9,60,4399.314000000001
9,61,4223.656000000001
9,62,4664.947000000001
9,63,3634.617
9,64,4557.2260000000015
9,65,3270.119
10,1,3062.5389999999998
10,2,2234.734
10,3,1725.7649999999999
10,4,3121.3509999999997
10,5,2251.024
10,6,3665.1670000000004
10,7,1129.313
10,8,1642.134
10,9,3179.8060000000005
10,10,0.0
10,11,2155.348
10,12,1298.797
10,13,4141.544
10,14,4673.003000000001
10,15,4249.273
10,16,1973.9810000000002
10,17,1464.784
10,18,698.8639999999999
10,19,2824.674
10,20,3426.206
10,21,2357.011
10,22,3405.712
10,23,2069.111
10,24,2645.85
10,25,3276.693
10,26,2374.011
10,27,5490.246
10,28,5477.242
10,29,6368.1089999999995
10,30,3476.95
10,31,3951.471
10,32,3695.234
10,33,4091.054
10,34,2813.2499999999995
10,35,2382.9359999999997
10,36,4782.097000000001
10,37,4805.284000000001
10,38,4519.734
10,39,4509.219999999999
10,40,3790.2099999999996
10,41,3930.9700000000007
10,42,3501.9350000000004
10,43,2797.2830000000004
10,44,2453.809
10,45,3161.536
10,46,2689.2670000000003
10,47,3316.4580000000005
10,48,4932.121
10,49,1242.0529999999999
10,50,940.1519999999999
10,51,414.682
10,52,1121.032
10,53,944.505
10,54,2192.349
10,55,2832.5
10,56,2378.441
10,57,1711.996
10,58,5679.396
10,59,5105.821
10,60,5729.888000000001
10,61,5554.2300000000005
10,62,5995.521000000001
10,63,4965.191000000001
10,64,5887.800000000001
10,65,430.601
11,1,2142.606
11,2,1366.347
11,3,1871.8890000000001
11,4,2124.492
11,5,1350.057
11,6,2433.8089999999997
11,7,1026.035
11,8,513.214
11,9,1948.448
11,10,2155.3480000000004
11,11,0.0
11,12,2925.8140000000003
11,13,3392.697
11,14,3946.868
11,15,3523.138
11,16,855.02
11,17,1361.506
11,18,2137.705
11,19,1705.7129999999997
11,20,2584.9420000000005
11,21,2647.18
11,22,2564.4480000000003
11,23,2294.187
11,24,1777.463
11,25,2538.668
11,26,2630.18
11,27,4764.110999999999
11,28,4751.106999999999
11,29,5803.017999999999
11,30,2750.8149999999996
11,31,3225.336
11,32,2969.0989999999997
11,33,3364.919
11,34,1944.863
11,35,1514.549
11,36,4055.962
11,37,4430.566
11,38,3793.5989999999997
11,39,3760.373
11,40,2669.7879999999996
11,41,2699.612
11,42,2270.5769999999998
11,43,1538.3930000000003
11,44,829.4549999999999
11,45,1043.863
11,46,1499.5539999999996
11,47,1811.796
11,48,4557.402999999999
11,49,1549.1060000000002
11,50,1851.0070000000003
11,51,1740.6660000000002
11,52,1387.3700000000001
11,53,1210.843
11,54,1063.429
11,55,677.152
11,56,223.093
11,57,1608.718
11,58,5114.304999999999
11,59,4540.73
11,60,5003.753
11,61,4828.094999999999
11,62,5269.3859999999995
11,63,4239.056
11,64,5161.665
11,65,2245.661
12,1,4344.6320000000005
12,2,3516.827
12,3,3007.858
12,4,4403.444
12,5,3533.117
12,6,5025.234
12,7,2489.38
12,8,3002.201
12,9,4539.8730000000005
12,10,1360.067
12,11,2925.8140000000003
12,12,0.0
12,13,5423.637
12,14,5955.096
12,15,5531.366
12,16,3266.353
12,17,2757.156
12,18,1980.9569999999999
12,19,4117.046
12,20,4708.299
12,21,3639.1040000000003
12,22,4687.805
12,23,3351.204
12,24,3927.943
12,25,4558.786
12,26,3656.1040000000003
12,27,6772.338999999999
12,28,6759.334999999999
12,29,7650.201999999999
12,30,4759.043000000001
12,31,5233.564
12,32,4977.327
12,33,5373.147
12,34,4095.3430000000003
12,35,3665.0290000000005
12,36,6064.19
12,37,6087.377
12,38,5801.827
12,39,5791.312999999999
12,40,5072.303000000001
12,41,5291.037
12,42,4862.002
12,43,4157.35
12,44,3697.5550000000003
12,45,3910.013
12,46,4049.3340000000003
12,47,4676.525000000001
12,48,6214.214
12,49,2039.337
12,50,2300.219
12,51,1774.749
12,52,2481.099
12,53,2304.572
12,54,3552.416
12,55,3305.2580000000003
12,56,2702.7210000000005
12,57,3004.368
12,58,6961.489
12,59,6387.914
12,60,7011.981
12,61,6836.322999999999
12,62,7277.614
12,63,6247.284
12,64,7169.893
12,65,1790.6680000000001
13,1,1288.5420000000001
13,2,2044.8780000000002
13,3,2559.0670000000005
13,4,1270.428
13,5,2061.168
13,6,2175.2659999999996
13,7,3399.652
13,8,2898.011
13,9,2660.6269999999995
13,10,4067.5519999999997
13,11,3411.225
13,12,5366.349
13,13,0.0
13,14,646.745
13,15,1070.475
13,16,2556.205
13,17,3064.181
13,18,3448.048
13,19,1736.4660000000001
13,20,809.472
13,21,1784.533
13,22,829.966
13,23,2135.0690000000004
13,24,1630.674
13,25,864.851
13,26,1767.533
13,27,1454.891
13,28,1441.8870000000002
13,29,2502.8950000000004
13,30,1842.7979999999998
13,31,1368.2769999999998
13,32,1624.5139999999997
13,33,2020.3339999999998
13,34,1466.362
13,35,1896.6760000000002
13,36,755.8389999999999
13,37,2279.4869999999996
13,38,797.0000000000001
13,39,367.67600000000004
13,40,1939.2869999999998
13,41,2441.069
13,42,2338.4979999999996
13,43,2404.474
13,44,2653.732
13,45,2768.727
13,46,2296.458
13,47,2797.2789999999995
13,48,1414.3070000000002
13,49,4582.254
13,50,4280.353
13,51,4114.283
13,52,3760.987
13,53,3584.46
13,54,2392.272
13,55,3005.823
13,56,3634.3179999999998
13,57,2816.969
13,58,1814.1820000000002
13,59,1240.6070000000002
13,60,1703.6299999999997
13,61,1527.9719999999998
13,62,1969.2629999999995
13,63,938.933
13,64,1861.5419999999997
13,65,3752.3219999999997
14,1,1935.2870000000003
14,2,2580.5209999999997
14,3,3091.005
14,4,1917.1730000000002
14,5,2596.8109999999997
14,6,2822.011
14,7,3935.2949999999996
14,8,3433.654
14,9,3307.372
14,10,4599.011
14,11,3946.868
14,12,5897.808000000001
14,13,646.745
14,14,0.0
14,15,423.73
14,16,3091.848
14,17,3599.8239999999996
14,18,3979.5070000000005
14,19,2383.2110000000002
14,20,1456.217
14,21,2315.992
14,22,1476.711
14,23,2667.007
14,24,2277.419
14,25,1511.5960000000002
14,26,2298.992
14,27,817.243
14,28,804.239
14,29,1856.15
14,30,1196.053
14,31,721.532
14,32,977.769
14,33,1373.589
14,34,2113.107
14,35,2432.319
14,36,109.094
14,37,1632.7419999999997
14,38,694.191
14,39,279.06899999999996
14,40,2586.032
14,41,3087.8140000000003
14,42,2985.243
14,43,3051.219
14,44,3300.4770000000003
14,45,3415.4719999999998
14,46,2943.2030000000004
14,47,3444.024
14,48,767.5620000000001
14,49,5117.896999999999
14,50,4815.995999999999
14,51,4649.925999999999
14,52,4296.629999999999
14,53,4120.102999999999
14,54,3039.0170000000003
14,55,3652.5679999999998
14,56,4169.961
14,57,3352.6119999999996
14,58,1167.4370000000001
14,59,593.8620000000001
14,60,1056.885
14,61,881.227
14,62,1322.518
14,63,292.188
14,64,1214.797
14,65,4283.781000000001
15,1,1553.019
15,2,2156.791
15,3,2667.275
15,4,1534.905
15,5,2173.081
15,6,2439.7429999999995
15,7,3511.565
15,8,3009.9240000000004
15,9,2925.1039999999994
15,10,4175.281
15,11,3523.1380000000004
15,12,5474.0779999999995
15,13,1067.4609999999998
15,14,423.73
15,15,0.0
15,16,2668.1180000000004
15,17,3176.094
15,18,3555.777
15,19,2000.943
15,20,1073.9489999999998
15,21,1892.2619999999997
15,22,1094.4429999999998
15,23,2243.277
15,24,1895.1509999999998
15,25,1129.328
15,26,1875.2619999999997
15,27,1240.973
15,28,1227.969
15,29,2279.88
15,30,772.323
15,31,297.802
15,32,554.039
15,33,949.859
15,34,1730.839
15,35,2008.589
15,36,532.8240000000001
15,37,1209.0120000000002
15,38,270.46099999999996
15,39,699.7849999999999
15,40,2203.7639999999997
15,41,2705.546
15,42,2602.9749999999995
15,43,2668.951
15,44,2918.209
15,45,3033.2039999999997
15,46,2560.935
15,47,3061.7559999999994
15,48,1191.2920000000001
15,49,4694.1669999999995
15,50,4392.266
15,51,4226.196
15,52,3872.9
15,53,3696.373
15,54,2656.749
15,55,3270.2999999999997
15,56,3746.231
15,57,2928.882
15,58,1591.1670000000001
15,59,1017.5920000000001
15,60,1480.6149999999998
15,61,1304.9569999999999
15,62,1746.2479999999996
15,63,715.918
15,64,1638.5269999999998
15,65,3860.051
16,1,1339.132
16,2,511.32700000000006
16,3,1019.5799999999999
16,4,1397.9440000000002
16,5,495.03700000000003
16,6,2302.7819999999997
16,7,844.668
16,8,341.806
16,9,1879.4779999999998
16,10,1904.9
16,11,855.02
16,12,3203.697
16,13,2548.499
16,14,3091.8480000000004
16,15,2668.1180000000004
16,16,0.0
16,17,509.197
16,18,1285.396
16,19,850.6929999999999
16,20,1781.468
16,21,1792.1599999999999
16,22,1760.9740000000002
16,23,1439.167
16,24,922.443
16,25,1683.6480000000001
16,26,1775.1599999999999
16,27,3909.091000000001
16,28,3896.087000000001
16,29,4947.9980000000005
16,30,1895.795
16,31,2370.3160000000003
16,32,2114.079
16,33,2509.8990000000003
16,34,1089.843
16,35,659.529
16,36,3200.9420000000005
16,37,3575.5460000000003
16,38,2938.579
16,39,2916.1749999999997
16,40,2066.803
16,41,2568.585
16,42,2201.607
16,43,1496.955
16,44,1153.481
16,45,1861.208
16,46,1388.9389999999999
16,47,2016.1299999999999
16,48,3702.3830000000007
16,49,2027.2700000000002
16,50,1725.3690000000001
16,51,1559.2990000000002
16,52,1206.0030000000002
16,53,1029.476
16,54,892.021
16,55,1532.172
16,56,1078.113
16,57,756.409
16,58,4259.285000000001
16,59,3685.7100000000005
16,60,4148.733000000001
16,61,3973.0750000000007
16,62,4414.366000000001
16,63,3384.0360000000005
16,64,4306.645000000001
16,65,1589.67
17,1,1847.1570000000002
17,2,1019.3520000000001
17,3,510.383
17,4,1905.9690000000003
17,5,1004.234
17,6,2810.807
17,7,335.471
17,8,848.292
17,9,2385.964
17,10,1395.703
17,11,1361.506
17,12,2694.5
17,13,3056.5239999999994
17,14,3599.873
17,15,3176.143
17,16,509.197
17,17,0.0
17,18,776.199
17,19,1359.8899999999999
17,20,2289.4930000000004
17,21,1295.807
17,22,2268.9990000000003
17,23,934.381
17,24,1430.468
17,25,2191.673
17,26,1312.807
17,27,4417.116
17,28,4404.112
17,29,5441.1810000000005
17,30,2403.8199999999997
17,31,2878.341
17,32,2622.104
17,33,3017.924
17,34,1597.8680000000002
17,35,1167.554
17,36,3708.967
17,37,3878.356
17,38,3446.604
17,39,3424.1999999999994
17,40,2574.828
17,41,3076.61
17,42,2708.093
17,43,2003.4409999999998
17,44,1659.967
17,45,2367.6939999999995
17,46,1895.4249999999997
17,47,2522.616
17,48,4005.1930000000007
17,49,1518.073
17,50,1216.172
17,51,1050.102
17,52,696.806
17,53,520.279
17,54,1398.507
